provider,network_type,plan_name,download_speed,upload_speed,price,promo_price,promo_period,contract,typical_evening_dl,typical_evening_ul,source_url
tpg,4G Home Wireless,Home Wireless Broadband,15.0,1.9,54.99,44.99,6 months,No Lock-in,15.0,1.9,https://www.tpg.com.au/home-wireless-broadband
